clusterId,sequences,userId,sessionNum,initialQuery
3,NewQuery+Click1-5,1733450,44,wells fargo
3,NewQuery+Click1-5+Click6-10+Click6-10+NextPage,7087491,45,stock
2,NewQuery,3642803,56,first bank ketchikan
3,NewQuery,10231294,112,bankofamerica
3,NewQuery,807170,49,bankamerica
3,NewQuery+Click1-5,5050955,35,wells fargo
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+RefinedQuery+NewQuery+NewQuery,3392216,23,unsecured visa
3,NewQuery+Click1-5+Click1-5,2746750,48,national city bank
3,NewQuery+Click6-10+NewQuery+Click1-5,18535652,28,nationalcitybankinpa
2,NewQuery+Click1-5+Click6-10+NewQuery+NextPage+RefinedQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click11+,7764500,1,bankofamerica
3,NewQuery,16115327,5,orchardbank
3,NewQuery,7764500,16,bankofamerica
3,NewQuery+Click1-5+Click1-5+Click11++NextPage+Click11+,1549582,142,national city bank
3,NewQuery,7154637,11,bankofamerica
3,NewQuery+Click1-5,10056466,17,bank of america
3,NewQuery,2549269,13,planters bank
3,NewQuery,2012234,4,stock transfer company
3,NewQuery,2746750,149,national city bank
3,NewQuery+Click1-5,28333,16,national trust
3,NewQuery+Click1-5,11496063,78,bank of america
2,NewQuery+Click1-5,1374364,147,etrade
3,NewQuery+Click6-10+Click11++NewQuery,2605565,26,truliant federal credit union
3,NewQuery,11586856,19,merchants bank
2,NewQuery,898756,275,rawfoodtalk
3,NewQuery+Click1-5+NextPage+NewQuery+NewQuery+Click6-10+Click6-10+Click1-5,6487474,10,discover 20card
3,NewQuery,3708439,1,macdill federal credit union
3,NewQuery+Click1-5+Click1-5,572367,15,ameritrade
2,NewQuery+RefinedQuery+Click1-5,1891255,47,big lots
3,NewQuery,8767066,2,bankofamerica
3,NewQuery+NextPage+NextPage+Click11++NextPage+NextPage+NextPage+NextPage+Click11++NextPage+Click11++Click11++Click11+,3937586,0,nations heritage federal credit union
3,NewQuery+Click1-5,1995879,6,capital one
3,NewQuery+Click1-5+NewQuery+NextPage+Click1-5+NewQuery+Click1-5,8498641,3,uniformadvantage
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5,1149066,75,blld stock
3,NewQuery,8505702,26,first republic
3,NewQuery+NewQuery,5437536,49,deloitte
2,NewQuery+Click1-5,966302,127,n y s e wipro
3,NewQuery+NextPage+NextPage+NewQuery+NextPage+NewQuery+NextPage+NextPage+NewQuery+NextPage+Click6-10+Click6-10+Click6-10+NextPage+Click11++Click11++Click11+,6781341,19,credit card for free miles with no annual fee
3,NewQuery+Click1-5,6609799,91,creditonebank card
3,NewQuery,1947463,80,capital one
3,NewQuery+Click1-5,12593486,1,citibank
3,NewQuery+RefinedQuery+Click1-5,1818651,11,american express
3,NewQuery,3415994,1,hesser college
3,NewQuery,4960217,15,seneca trading co.
3,NewQuery,3245769,225,billgates
3,NewQuery+Click1-5+Click1-5,6307953,31,st louis federal reserve
3,NewQuery+Click6-10+Click1-5,2926375,73,0 interest credit card
2,NewQuery,15036457,7,riverside national bank
3,NewQuery,19117049,66,bankofamerica
3,NewQuery+Click1-5,23604159,0,corus bank
3,NewQuery+RefinedQuery,1231736,44,bank atlantic
3,NewQuery,9730394,80,desert schools federal credit union
3,NewQuery+Click1-5+Click1-5,15374121,18,schwab
2,NewQuery+Click1-5+NewQuery+Click1-5,966302,363,nyse wit
3,NewQuery+NewQuery,1781341,127,schwab
3,NewQuery+Click1-5,10231294,107,bankofamerica
2,NewQuery+Click1-5,276213,128,bankofamerica
2,NewQuery+NewQuery+Click1-5,966302,191,n y s e evergreen solar
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click1-5+Click1-5,5567614,38,dennis auto spencer mass
3,NewQuery+NextPage+Click1-5,4278791,70,bank of america
3,NewQuery+NewQuery,276213,229,bankofamerica
3,NewQuery+NewQuery+NextPage+NewQuery+NextPage+NewQuery+Click1-5,10913337,28,us bank
3,NewQuery+Click1-5,3058504,101,orchardbank
3,NewQuery+Click6-10,276213,194,bankofamerica
3,NewQuery+Click1-5,1466736,8,provident bank
3,NewQuery+Click1-5,4278791,75,bank of america
2,NewQuery+Click1-5+Click1-5,2841444,3,bank of america
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+NewQuery,763570,184,washington mutual bank
3,NewQuery+Click6-10,694359,16,credit union 1
2,NewQuery+Click1-5,7726666,7,stocks
3,NewQuery+NextPage+Click1-5,2115045,59,bank of america
3,NewQuery+Click1-5,16595076,24,r g crown bank
2,NewQuery+Click1-5+Click6-10,5817005,11,independence
3,NewQuery+NextPage+Click1-5,1316350,68,first federal bank
2,NewQuery+NextPage+NextPage,1781341,33,schwab
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click11++NextPage+Click11++Click11++Click11++NextPage+Click11++NewQuery+NextPage+Click11++NextPage+NewQuery+NextPage+NextPage+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+NextPage+Click11++Click11++Click11++NextPage+Click11++NextPage+Click11++NextPage+Click11++NextPage+Click1-5+Click1-5,3622623,86,wells fargo
3,NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10+Click6-10+Click1-5+RefinedQuery+Click1-5+NextPage,1618907,87,bankofamerica
2,NewQuery+Click1-5+NextPage+Click1-5,966302,131,n y s e wipro
3,NewQuery,8615389,9,fdic
3,NewQuery+Click1-5,3622623,164,wells fargo
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5,40603,10,a.m. bankers
3,NewQuery+RefinedQuery+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5,1515830,96,first place bank
3,NewQuery,7717971,0,american express
2,NewQuery+Click1-5+NextPage,12416683,9,pnc
clusterId,sequences,userId,sessionNum,initialQuery
3,NewQuery+Click1-5,1980993,148,80's games
3,NewQuery+Click1-5,11894253,10,games
3,NewQuery+NewQuery+Click1-5+Click1-5,3585704,57,tiff uncompressor
3,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,9695929,37,tn-amusements
2,NewQuery+NextPage,1105293,12,cloud final fantasy 7
3,NewQuery,10609404,0,civilization 4
3,NewQuery+Click1-5,14301801,0,yahoo spades
3,NewQuery,16162159,57,free games
3,NewQuery+Click1-5,2588457,3,pogo games
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,8669406,2,rewards
3,NewQuery+Click1-5+Click6-10+Click6-10,2838911,4,pogo
3,NewQuery+Click1-5,2428377,1,burnout 3
2,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,10636887,29,border patrol game
2,NewQuery+Click1-5,2819632,48,pogo games
3,NewQuery,1235607,113,pogo
3,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,5740745,64,gaddis
3,NewQuery+NextPage+NewQuery+Click1-5,3781322,23,racing games
3,NewQuery+Click1-5,6440986,97,xbox cheats
3,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,1880707,304,pogogames
3,NewQuery,5942670,5,roomstogo
3,NewQuery+Click1-5,3004466,29,spades
3,NewQuery+Click1-5,2072153,200,yuhoo
3,NewQuery+Click1-5+NewQuery+Click1-5,2662752,82,kingdom hearts ii special ending
3,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,1671754,3,yahoo games
3,NewQuery+NewQuery+Click1-5,5294118,286,jokers wild p oker
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,1235607,149,pogo
3,NewQuery+NextPage,3607038,5,free online slots
3,NewQuery+Click1-5+Click1-5,1235607,76,pogo
3,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,14163604,8,bookworm game
3,NewQuery,22314335,0,cheatcc
2,NewQuery+NextPage+Click11++Click11+,22187962,42,pogo
3,NewQuery+NewQuery,1235607,108,pogo
3,NewQuery+Click1-5,12096866,16,xbox live
3,NewQuery+NewQuery+Click1-5,7043987,69,free word whomp game
3,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,4570818,3,gamewinners.con
3,NewQuery+RefinedQuery+NextPage,16080171,0,aol learning games
2,NewQuery,20299863,30,cheats for pinball
2,NewQuery+Click1-5,4325449,35,nintendo revolution
3,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click1-5,14506031,15,xiaolin showdown action figures
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NextPage+NewQuery+Click1-5,1280089,73,pogo
3,NewQuery,3177674,60,free online puzzles
2,NewQuery+Click1-5+NextPage+Click1-5,7276073,23,quizzes for teens
3,NewQuery+Click1-5,1696127,28,xbox cheats 50 cen bulletproof
3,NewQuery+Click1-5+NewQuery+Click1-5,3483922,7,makeup games online
3,NewQuery+Click1-5+NewQuery+Click1-5,5427160,17,no depost bonuses bingo
3,NewQuery+RefinedQuery,10980620,8,games
3,NewQuery+Click1-5+NewQuery+RefinedQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,1880707,218,pogogames
3,NewQuery+Click1-5,5725626,35,mvp baseball 2005 cheat
3,NewQuery,6122968,18,yahoo games
3,NewQuery+Click1-5,1316132,31,pogo
3,NewQuery+Click1-5,4929703,23,free cake recioes
3,NewQuery+Click1-5,3434365,141,brickhouse
3,NewQuery,8316491,3,yahoo games
3,NewQuery+Click1-5,950063,29,pogo
3,NewQuery+Click1-5,14109088,5,chainz 2 online game
3,NewQuery,690645,70,bridge
2,NewQuery+Click1-5,720162,118,maze games
3,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,2398377,262,eonline
3,NewQuery+NewQuery,21672688,39,nick
3,NewQuery+RefinedQuery+NextPage+NewQuery+NextPage+NextPage,1966577,34,cs3
3,NewQuery+Click1-5,8873431,4,cheaters
3,NewQuery+Click1-5,19170745,11,disney channel games
2,NewQuery,1235607,7,pogo
2,NewQuery+Click1-5+NextPage,3004466,28,sissy spacek
2,NewQuery,15644240,0,sodoku
3,NewQuery+Click1-5,3434365,20,pogo
3,NewQuery+Click1-5,8400,10,dress up games for kids
2,NewQuery+Click1-5+Click1-5,2611015,4,spades
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+Click1-5,952170,65,printable games for 17 year birthday party
3,NewQuery+NewQuery+NewQuery,2398377,28,eonline
3,NewQuery+NextPage+Click11+,158213,48,fandango
3,NewQuery+NewQuery+Click6-10+NewQuery+Click1-5+NewQuery+NewQuery+NewQuery+RefinedQuery+NextPage,690645,238,bridge
3,NewQuery+Click1-5+Click1-5,8288376,0,pogocom
2,NewQuery+Click1-5,4371348,3,domino programs
3,NewQuery+NewQuery+NewQuery+Click1-5+NewQuery+Click1-5,17820361,0,ps2 online
3,NewQuery+Click1-5+Click6-10,3532899,72,yahoo game
2,NewQuery+Click1-5,2490786,42,la la chip application for kids
2,NewQuery,14052979,43,cheat to pokemon firered
2,NewQuery+Click1-5+Click11+,6976500,24,pokemon
3,NewQuery+Click1-5,1671754,90,yahoo games
3,NewQuery+Click1-5+NewQuery,7393728,1,aol.word games
3,NewQuery,16150732,11,mouse and cheese game
2,NewQuery+Click1-5,3434365,221,pogo
3,NewQuery+Click1-5+Click6-10+NewQuery+NewQuery+Click6-10+Click1-5,5085337,81,nintendo ds
3,NewQuery,3086942,31,cryptoquip
3,NewQuery,543587,295,kids world
2,NewQuery,8127301,16,yahoo free euchre games
3,NewQuery+Click1-5+NextPage+RefinedQuery+Click1-5+Click1-5+NextPage+NewQuery,8736633,3,calpacfcu.org
2,NewQuery+NextPage+Click1-5+NewQuery+Click1-5,2066991,45,pocky
3,NewQuery+Click1-5,1952262,77,nick jr games
3,NewQuery+NewQuery+Click1-5,9819712,3,cheat codes or gameboy
3,NewQuery+Click1-5+Click6-10+Click1-5,6310823,52,baby game
3,NewQuery+Click1-5,3434365,188,pogo
3,NewQuery+NewQuery+NewQuery,8838153,2,free hit counters
2,NewQuery,5660408,79,freebies
3,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,2322899,6,drinking games
3,NewQuery,23366409,3,free full game downloads
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10,2783520,28,free bingo
2,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,1880707,291,pogogames
3,NewQuery+Click1-5,916308,40,freegames
3,NewQuery+RefinedQuery+NextPage+Click1-5,1880707,242,pogogames
2,NewQuery+NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10,18253102,4,game cheats
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5,12462896,20,cheat
3,NewQuery+Click1-5,15901185,2,perks
3,NewQuery+Click1-5+Click6-10+Click6-10+NextPage,219251,57,fandango.cpm
3,NewQuery,11545772,9,texas holdem
3,NewQuery,5521234,17,free application financial aide
3,NewQuery,3193174,31,rent games
3,NewQuery+Click1-5,5153089,1,math games
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+RefinedQuery+NewQuery+NewQuery,2228463,43,on line adventure island game
3,NewQuery+Click1-5+Click1-5,8091850,82,disney kids online games
3,NewQuery+Click6-10+NewQuery+Click1-5,7911100,11,pogo.om
3,NewQuery+Click1-5+Click6-10+NewQuery+NextPage+RefinedQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click11+,519428,102,mah jong
3,NewQuery,9944418,18,cheatplant
3,NewQuery,11769827,7,latin games
3,NewQuery+Click1-5+Click1-5+Click11++NextPage+Click11+,13658682,12,free samples
3,NewQuery,2519730,94,popcap games
3,NewQuery+Click1-5,6221471,99,cheats for pc game sin
3,NewQuery,7264088,36,mdance adventures
3,NewQuery,294499,257,my space
3,NewQuery,448335,41,free games
3,NewQuery+Click1-5,1882092,19,free stuff
3,NewQuery+Click1-5,6160694,28,cheat codes for xbox mission impossible operation surma
3,NewQuery+Click1-5,1134445,95,two state solution
2,NewQuery+Click6-10+Click11++NewQuery,2047211,9,spades pogo
3,NewQuery,11157631,9,pogo
3,NewQuery,5303167,95,mah jo
3,NewQuery+Click1-5+NextPage+NewQuery+NewQuery+Click6-10+Click6-10+Click1-5,16455474,23,free games
3,NewQuery,7922803,19,lukkykat
3,NewQuery+Click1-5+Click1-5,717175,21,pogo
3,NewQuery+RefinedQuery+Click1-5,719528,125,free hot girls
3,NewQuery,2655257,0,kid learning games
3,NewQuery+NextPage+NextPage+Click11++NextPage+NextPage+NextPage+NextPage+Click11++NextPage+Click11++Click11++Click11+,378502,47,free online games
3,NewQuery+Click1-5,1501173,0,disneychannelhome page
3,NewQuery+Click1-5+NewQuery+NextPage+Click1-5+NewQuery+Click1-5,10841761,21,gamehouse
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5,1405566,28,psp
3,NewQuery,3512972,0,cheat
2,NewQuery+NewQuery,8407974,1,games
2,NewQuery+Click1-5,4057426,12,neopets
3,NewQuery+NextPage+NextPage+NewQuery+NextPage+NewQuery+NextPage+NextPage+NewQuery+NextPage+Click6-10+Click6-10+Click6-10+NextPage+Click11++Click11++Click11+,13621968,1,game cube cheats
3,NewQuery+Click1-5,1706173,48,mario
2,NewQuery,17622875,9,actiongames
3,NewQuery+Click1-5,4973097,19,cheatcc
3,NewQuery+RefinedQuery+Click1-5,2838911,10,pogo
3,NewQuery,6692776,57,games
3,NewQuery,9713430,20,pogo
3,NewQuery,2667265,19,cheat codes for blitz the league
2,NewQuery+Click1-5+Click1-5,6976500,40,pokemon
3,NewQuery+Click6-10+Click1-5,5947777,54,cheatplanet
3,NewQuery,8584095,10,free bingo
3,NewQuery,3472291,3,disney chanel games
3,NewQuery+Click1-5,7360367,15,sebior games
3,NewQuery+RefinedQuery,15198637,4,yahoo games
3,NewQuery,16455474,30,online fourwheeler games
3,NewQuery+Click1-5+Click1-5,4419469,82,pogocom
3,NewQuery+Click1-5+NewQuery+Click1-5,12453374,9,download games
3,NewQuery+NewQuery,3814129,12,resident evil 5
3,NewQuery+Click1-5,21126329,3,wellsfargo
3,NewQuery+Click1-5,10859370,10,pogo
2,NewQuery+NewQuery+Click1-5,14802658,64,playstsation 2 codes for gun
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click1-5+Click1-5,6742991,0,wetpussygames
3,NewQuery+NextPage+Click1-5,2520876,2,animal crossing wild world walkthroughs
3,NewQuery+NewQuery,5276399,7,nintendo revolution
2,NewQuery+NewQuery+NextPage+NewQuery+NextPage+NewQuery+Click1-5,3179818,15,silent hill
2,NewQuery+Click1-5,5216074,21,passion from kingdom hearts 2 download
3,NewQuery+Click6-10,1969043,64,free online games
3,NewQuery+Click1-5,1880707,244,pogogames
3,NewQuery+Click1-5,17932854,2,xbox cheats
3,NewQuery+Click1-5+Click1-5,1748147,66,proffitts
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+NewQuery,1307741,5,jokers wild poker
clusterId,sequences,userId,sessionNum,initialQuery
1,NewQuery+Click1-5,19085412,5,denver telephone directory
1,NewQuery+Click1-5,10076121,3,ultimate white pages
1,NewQuery+NewQuery+Click1-5+Click1-5,9000089,32,freecell
1,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,16896579,14,making wireless settings
1,NewQuery+NextPage,4524273,73,verizon wireless
1,NewQuery,22871139,2,reverse telephone numbers
1,NewQuery+Click1-5,739895,23,zip codes
1,NewQuery,2552270,32,verisign
1,NewQuery+Click1-5,6566316,19,zip codes
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,3432931,33,reverse phone number
1,NewQuery+Click1-5+Click6-10+Click6-10,7476529,9,verizon wireless
1,NewQuery+Click1-5,16239503,11,cellphones
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,4504356,21,phone number for kay bailey hutchinson
1,NewQuery+Click1-5,9982130,1,reverse look up
1,NewQuery,13841145,4,sun city white pages
1,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,6917231,1,white pages
1,NewQuery+NextPage+NewQuery+Click1-5,2057948,15,linksys
1,NewQuery+Click1-5,606200,10,oshkosh yellow pages
1,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,5882359,8,westvirginiawirelessphone accessories
1,NewQuery,2543287,10,call alert settings
1,NewQuery+Click1-5,4995629,9,10.52.201.55
1,NewQuery+Click1-5,19420146,0,free cell phones
1,NewQuery+Click1-5+NewQuery+Click1-5,18708353,0,addresses
1,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,5214421,11,my-t-mobile
1,NewQuery+NewQuery+Click1-5,23453488,0,192.168.0.1
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,3171398,159,americas job bank
1,NewQuery+NextPage,8439271,5,phone jokes
1,NewQuery+Click1-5+Click1-5,3276143,16,lg cell phone unlocking
1,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,6002296,9,capcom ringtones
1,NewQuery,17115940,12,find person
1,NewQuery+NextPage+Click11++Click11+,3813523,75,new and used nextel phones
1,NewQuery+NewQuery,4583539,24,t-mobile
1,NewQuery+Click1-5,9884215,3,telephone listings
1,NewQuery+NewQuery+Click1-5,8452443,1,cingular
1,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,6684000,5,print pcs
1,NewQuery+RefinedQuery+NextPage,11662013,10,cellphone
1,NewQuery,13404536,30,area code 859
1,NewQuery+Click1-5,910295,44,nextel
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click1-5,1203766,65,area code listings
1,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NextPage+NewQuery+Click1-5,10810839,5,compatible sprint cell phones
1,NewQuery,3339923,5,limewire music
1,NewQuery+Click1-5+NextPage+Click1-5,21730037,0,8372x
1,NewQuery+Click1-5,14529210,2,white 20pages
1,NewQuery+Click1-5+NewQuery+Click1-5,6700910,18,newnan phone bok
1,NewQuery+Click1-5+NewQuery+Click1-5,3510313,5,phone number slang
1,NewQuery+RefinedQuery,8904663,29,billings montana zip coade
1,NewQuery+Click1-5+NewQuery+RefinedQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,12105603,1,63.115.41.23
1,NewQuery+Click1-5,2140022,19,virgin mobile
1,NewQuery,12405778,10,172.25.4.6
1,NewQuery+Click1-5,11832266,2,intelos cell phone company
1,NewQuery+Click1-5,3693477,18,dsl service providers
1,NewQuery+Click1-5,6551307,11,at&tfastspeed
1,NewQuery,2276626,6,781-261-2522
1,NewQuery+Click1-5,5117021,41,mobile crossovers
1,NewQuery+Click1-5,4432556,24,411
1,NewQuery,1236773,17,areacode
1,NewQuery+Click1-5,3782,22,alltel
1,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,12224221,15,free ringtones
1,NewQuery+NewQuery,11788494,7,phone scoop
1,NewQuery+RefinedQuery+NextPage+NewQuery+NextPage+NextPage,6405163,39,san antonio tx yellow pagees
1,NewQuery+Click1-5,1587305,1,virgin mobile
1,NewQuery+Click1-5,6563664,24,cingular
1,NewQuery,2430379,14,cingular cell phones
1,NewQuery+Click1-5+NextPage,446422,24,zip code lookup
1,NewQuery,2751082,31,sprint ppc-6600 pda phone clear case
1,NewQuery+Click1-5,6257524,59,digital phone co in mexico ny area
1,NewQuery+Click1-5,12614190,3,5d 137&country usa&state &numpro 10&id &x 65&y 9
1,NewQuery+Click1-5+Click1-5,23544900,2,white pages
1,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+Click1-5,12076379,19,192.168.251.1
1,NewQuery+NewQuery+NewQuery,4894070,39,fort collins colorado
1,NewQuery+NextPage+Click11+,3214991,47,white pages
1,NewQuery+NewQuery+Click6-10+NewQuery+Click1-5+NewQuery+NewQuery+NewQuery+RefinedQuery+NextPage,15877979,13,yellow pages
1,NewQuery+Click1-5+Click1-5,8575251,5,cingular wireless com
1,NewQuery+Click1-5,11262822,34,216 area code
1,NewQuery+NewQuery+NewQuery+Click1-5+NewQuery+Click1-5,1702203,29,sprint.cm
1,NewQuery+Click1-5+Click6-10,6031493,7,cell phones
1,NewQuery+Click1-5,3957960,42,zip code locater
1,NewQuery,22905371,36,tmobile
1,NewQuery+Click1-5+Click11+,6248452,32,nextelpartners
1,NewQuery+Click1-5,5658834,52,sprint picture mail
1,NewQuery+Click1-5+NewQuery,16710779,19,206-655-3681
1,NewQuery,18219345,69,bryce
1,NewQuery+Click1-5,1730018,219,house call
1,NewQuery+Click1-5+Click6-10+NewQuery+NewQuery+Click6-10+Click1-5,3454836,34,area codes
1,NewQuery,861714,90,cell antenna booster
1,NewQuery,10504027,3,telephone road houston
1,NewQuery,13651321,17,sprint wireless pc card
1,NewQuery+Click1-5+NextPage+RefinedQuery+Click1-5+Click1-5+NextPage+NewQuery,2047331,1,sewing machine repair shop zip code 21213
1,NewQuery+NextPage+Click1-5+NewQuery+Click1-5,5100925,25,internet
1,NewQuery+Click1-5,2909250,95,phone number
1,NewQuery+NewQuery+Click1-5,13554898,4,motorola
1,NewQuery+Click1-5+Click6-10+Click1-5,6449901,1,pre pay cell phones
1,NewQuery+Click1-5,3896991,5,white pages
1,NewQuery+NewQuery+NewQuery,2801479,15,furuno
1,NewQuery,19125277,3,the hun's yellow pages
1,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,3943415,60,verizon wireless
1,NewQuery,13973219,12,sprint locations
1,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10,15755930,10,google
1,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,4221493,0,white pages
1,NewQuery+Click1-5,11113948,4,yellowbookcom
1,NewQuery+RefinedQuery+NextPage+Click1-5,10468973,7,4776186http
1,NewQuery+NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10,19063393,6,yellow pages
1,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5,14846692,19,sony ericsson w600i
1,NewQuery+Click1-5,14736645,0,creating an address database
1,NewQuery+Click1-5+Click6-10+Click6-10+NextPage,3925280,33,reverse directories
1,NewQuery,12422132,3,tracfone
1,NewQuery,3783090,9,192.168.0.1
1,NewQuery,12732857,2,talking phonebook
1,NewQuery+Click1-5,6482198,4,business phone directory fairfield wa
1,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+RefinedQuery+NewQuery+NewQuery,8465339,3,people data
1,NewQuery+Click1-5+Click1-5,15569209,20,record cell phones
1,NewQuery+Click6-10+NewQuery+Click1-5,11660380,5,kingsport tn white pages
1,NewQuery+Click1-5+Click6-10+NewQuery+NextPage+RefinedQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click11+,13008275,41,area codes
1,NewQuery,4108905,24,verizon trio 600
1,NewQuery,7008431,1,blackberry
1,NewQuery+Click1-5+Click1-5+Click11++NextPage+Click11+,248874,88,phone numbers
1,NewQuery,22905371,58,tmobile
1,NewQuery+Click1-5,3097532,32,verizon
1,NewQuery,18235701,6,yahoo yellow pages
1,NewQuery,8424265,7,bellsouth
1,NewQuery,13783885,2,free ringtones
1,NewQuery+Click1-5,5625558,5,sprintpcs
1,NewQuery+Click1-5,1000335,46,address labels
1,NewQuery+Click1-5,6860731,11,2320 bartholomew
1,NewQuery+Click6-10+Click11++NewQuery,1069520,8,914 447 0258
1,NewQuery,18741067,6,finding people
1,NewQuery,3489066,16,at
1,NewQuery+Click1-5+NextPage+NewQuery+NewQuery+Click6-10+Click6-10+Click1-5,2157748,40,dallas phone book
1,NewQuery,785885,18,verizonempolyment apply online
1,NewQuery+Click1-5+Click1-5,9472917,51,area code 361
1,NewQuery+RefinedQuery+Click1-5,1865617,15,cingular phones
1,NewQuery,1627157,109,800 directory
1,NewQuery+NextPage+NextPage+Click11++NextPage+NextPage+NextPage+NextPage+Click11++NextPage+Click11++Click11++Click11+,17762351,15,earthlink sign up
1,NewQuery+Click1-5,1260412,32,nextel ringtones
1,NewQuery+Click1-5+NewQuery+NextPage+Click1-5+NewQuery+Click1-5,7264088,0,compass bank
1,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5,6532898,12,t-mobile
1,NewQuery,22905371,1,tmobile
1,NewQuery+NewQuery,861714,14,verizon
1,NewQuery+Click1-5,16333974,0,t-mobile phones
1,NewQuery+NextPage+NextPage+NewQuery+NextPage+NewQuery+NextPage+NextPage+NewQuery+NextPage+Click6-10+Click6-10+Click6-10+NextPage+Click11++Click11++Click11+,12960915,3,6267640330
1,NewQuery+Click1-5,3010310,160,kelly pickler
1,NewQuery,205592,9,huns yellow pages
1,NewQuery+Click1-5,3107832,195,roger berdahl
1,NewQuery+RefinedQuery+Click1-5,4534175,57,phone number search
1,NewQuery,8188269,3,10288813
1,NewQuery,2371395,11,zip codes
1,NewQuery,8048521,4,alan eppley associates
1,NewQuery+Click1-5+Click1-5,3807867,9,google
1,NewQuery+Click6-10+Click1-5,1458984,10,at&t broadband
1,NewQuery,828263,32,prepaid cell phones
1,NewQuery,571322,5,411
1,NewQuery+Click1-5,6410557,16,google
